|PK|NOMBRE|DESCRIPCION-ENTIDAD|HORARIO|EQUIPAMIENTO|TRANSPORTE|DESCRIPCION|ACCESIBILIDAD|CONTENT-URL|NOMBRE-VIA|CLASE-VIAL|TIPO-NUM|NUM|PLANTA|PUERTA|ESCALERAS|ORIENTACION|LOCALIDAD|PROVINCIA|CODIGO-POSTAL|COD-BARRIO|BARRIO|COD-DISTRITO|DISTRITO|COORDENADA-X|COORDENADA-Y|LATITUD|LONGITUD|TELEFONO|FAX|EMAIL|TIPO|Unnamed: 32|Longitude|Latitude
87|9017|Centro de Salud Fuencarral|||Cita previa:    Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Fuencarral (línea 10).  Bus: 137, 66, 124.|Este Centro de Salud presta atención continuada como centro de continuidad de cuidados de enfermería sábados, domingos y festivos de 9 a 21 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa5a4b6faa61c010VgnVCM1000000b205a0aRCRD|ISLA DE JAVA|CALLE|V|53.0|||||MADRID|MADRID|28034.0|6.0|VALVERDE|8.0|FUENCARRAL-EL PARDO|441882.0|4482563.0|40.49174226781959|-3.685793934822406|917 293 471|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6858019865000395|40.491733390257714
88|9012|Centro de Salud Fuentelarreina|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 67, 82.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d6a4b6faa61c010VgnVCM1000000b205a0aRCRD|ALFONSO RODRIGUEZ CASTELAO|CALLE|V|17.0|||||MADRID|MADRID|28035.0|3.0|PEÑA GRANDE|8.0|FUENCARRAL-EL PARDO|437800.0|4481539.0|40.48221698475226|-3.7338546276552202|913 738 448|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.733866147085097|40.48221303673813
89|104705|Centro de Salud Gandhi|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: García Noblejas (línea 7).  Bus: 109, 38, 4, 48, 70.  Bicimad: Estación 490 (Hermanos García Noblejas, 158).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=918c8899fc81c010VgnVCM1000000b205a0aRCRD|GANDHI|CALLE|V|30.0|||||MADRID|MADRID|28017.0|2.0|PUEBLO NUEVO|15.0|CIUDAD LINEAL|446424.0|4475146.0|40.42523047359783|-3.6315722980712573|913 042 927|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6315828346753323|40.42522266722579
90|44689|Centro de Salud García Noblejas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Simancas (línea 7), Alsacia (línea 2).  Bus: 38, 4, 48, 70, 109.  Bicimad: Estación 490 (Hermanos Garcia Noblejas, 158).|Este Centro de Salud presta atención continuada como centro de atención continuada médica de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b13598d1351c010VgnVCM1000000b205a0aRCRD|HERMANOS GARCIA NOBLEJAS|CALLE|V|168.0|||||MADRID|MADRID|28037.0|2.0|PUEBLO NUEVO|15.0|CIUDAD LINEAL|446737.0|4474936.0|40.42335682823438|-3.6278733381019603|913 045 362|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6278756411591533|40.42335095881344
91|43144|Centro de Salud General Fanjul|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 34, 17, 139.  Cercanías Renfe: Las Aguilas (línea C5).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e23598d1351c010VgnVCM1000000b205a0aRCRD|LAS AGUILAS|AVENIDA|V|18.0|||||MADRID|MADRID|28044.0|7.0|LAS AGUILAS|10.0|LATINA|434034.0|4470441.0|40.381949064543946|-3.7771380408356308|917 063 300|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.777143686921345|40.381948304846276
92|52655|Centro de Salud General Ricardos|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Oporto (líneas 5 y 6), Urgel (línea 5).  Bus: 118, 34, 35, 119.  Bicimad: Estación 352 (calle Algorta, 2).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b043598d1351c010VgnVCM1000000b205a0aRCRD|GENERAL RICARDOS|CALLE|V|131.0|||||MADRID|MADRID|28019.0|2.0|OPAÑEL|11.0|CARABANCHEL|438193.0|4471373.0|40.390669300161264|-3.7282403965185873|914 283 939 / 914 283 940|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.728240918634574|40.39066307958388
93|8986|Centro de Salud Goya|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: O'Donnell (línea 6).  Bus: 28, 203, E2, E3, 143, 156, 2, 30, 56, 71, E4, E5.  Bicimad: Estaciones 62 (calle D'Donnell, 50), 101 (calle Jorge Juan, 131).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=529a4b6faa61c010VgnVCM1000000b205a0aRCRD|O'DONNELL|CALLE|V|55.0|||||MADRID|MADRID|28009.0|2.0|GOYA|4.0|SALAMANCA|443043.0|4474755.0|40.42148265233658|-3.6713915718472316|915 042 210|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6714023479184528|40.42147574185524
94|9024|Centro de Salud Guayaba|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Carabanchel Alto (línea 11).  Bus: 121, 131, 47, 108, 118.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4aa4b6faa61c010VgnVCM1000000b205a0aRCRD|ANTONIA RODRIGUEZ SACRISTAN|CALLE|V|4.0|||||MADRID|MADRID|28044.0|6.0|BUENAVISTA|11.0|CARABANCHEL|436517.0|4469439.0|40.37312284695676|-3.747791042557656|915 081 004|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7477941331179956|40.373114717758945
95|8967|Centro de Salud Guzmán el Bueno|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6).  Bus: 2, 002, 21, C03.  Bicimad: Estación 123 (calle Guzmán el Bueno, 1).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=77ba4b6faa61c010VgnVCM1000000b205a0aRCRD|GUZMAN EL BUENO|CALLE|V|11.0|||||MADRID|MADRID|28015.0|1.0|GAZTAMBIDE|7.0|CHAMBERI|439473.0|4475872.0|40.43129443933235|-3.7135866205752417|915 447 696|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.713588419158425|40.43128613890686
96|8999|Centro de Salud Ibiza|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Ibiza (línea 9).  Bus: 15, 2, 215, 26, 61, 63, C1, C2, 152, 20.  Bicimad: Estación 181 (Ibiza, 18).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca4b6faa61c010VgnVCM1000000b205a0aRCRD|IBIZA|CALLE|V|7.0|||||MADRID|MADRID|28009.0|4.0|IBIZA|3.0|RETIRO|442484.0|4474430.0|40.41850953601346|-3.6779598246732133|915 044 016|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.677961946251961|40.418509522544845
97|8990|Centro de Salud Infanta Mercedes|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Estrecho (línea 1).  Bus: 43, 3.  Bicimad: Estación 152 (Avenida General Perón, 4).  Aparcamiento: Presidente Carmona (33) avenida Presidente Carmona.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf7a4b6faa61c010VgnVCM1000000b205a0aRCRD|INFANTA MERCEDES|CALLE|V|7.0|||||MADRID|MADRID|28020.0|2.0|CUATRO CAMINOS|6.0|TETUAN|440692.0|4478273.0|40.45300596941328|-3.699433271929575|914 506 061 / 915 545 504|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.699442088315159|40.453003212342054
98|8993|Centro de Salud Isla de Oza|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 82, 137, 64.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cda4b6faa61c010VgnVCM1000000b205a0aRCRD|SAN MARTIN DE PORRES|CALLE|V|6.0|||||MADRID|MADRID|28035.0|3.0|CIUDAD UNIVERSITARIA|9.0|MONCLOA-ARAVACA|438346.0|4479962.0|40.46805268132601|-3.7272684700616043|913 738 412|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7272713644147726|40.46804761707041
99|30526|Centro de Salud Jazmín|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Pinar de Chamartín (líneas 1, 4 y ML1).  Bus: 129, 125, 150.  Cercanías Renfe: Fuente de la Mora (líneas C1, C10 y Regional).  Bicimad: Estación 540 (calle de Dulce Chacón sin número).  Aparcamiento: Fuente de la Mora (74) avenida de Manoteras, 1D.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee06b3e42751c010VgnVCM2000000c205a0aRCRD|JAZMIN|CALLE|V|33.0|||||MADRID|MADRID|28033.0|9.0|COSTILLARES|15.0|CIUDAD LINEAL|443771.0|4481483.0|40.48213796596841|-3.6634072349586235|913 832 614|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6634171104633113|40.48213439476171
100|117595|Centro de Salud Joaquín Rodrigo|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 6, 60, 81.  Bicimad: Estaciones 391 (calle Rafaela Ybarra, 22), 387 (calle de Isabelita Usera, 44).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=249c8899fc81c010VgnVCM1000000b205a0aRCRD|MARIANO VELA|CALLE|V|62.0|||||MADRID|MADRID|28026.0|7.0|PRADOLONGO|12.0|USERA|439757.0|4470333.0|40.38141737994335|-3.709714660881986|913 920 630|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7097161024664294|40.38140881142817
101|9022|Centro de Salud José María Llanos|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 102, 24.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2fea4b6faa61c010VgnVCM1000000b205a0aRCRD|CABO MACHICHACO|CALLE|V|62.0|||||MADRID|MADRID|28053.0|1.0|ENTREVIAS|13.0|PUENTE DE VALLECAS|443827.0|4469194.0|40.371432691202|-3.6616684078939645|915 075 060|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6616706422626315|40.37143231702574
102|9090|Centro de Salud José Marvá|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Valdeacederas (línea 1).  Bus: 124, 66, 49.  Bicimad: Estación 207 (Azucenas, 1).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b10b4b6faa61c010VgnVCM1000000b205a0aRCRD|BRAVO MURILLO|CALLE|V|317.0|||||MADRID|MADRID|28020.0|5.0|VALDEACEDERAS|6.0|TETUAN|440930.0|4479429.0|40.46344087800072|-3.696735440115426|915 718 303|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6967430347854866|40.463433894283845
103|190838|Centro de Salud Justicia|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Chueca (línea 5), Alonso Martínez (líneas 4, 5 y 10), Tribunal (líneas 1 y 10).  Bus: 37, 3.  Cercanías Renfe:  Recoletos (líneas C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 7 (calle Hortaleza, 75), 6 (calle Hortaleza, 63), 26 (plaza de las Salesas, 7).  Aparcamiento: Gravina 21 (89), calle Gravina; Garaje Piamonte (96) calle de Piamonte; aparcamiento Escuelas de San Antón (91), Santa Brigida.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fe82a9d23d60110VgnVCM1000000b205a0aRCRD|REGUEROS|CALLE|V|3.0|||||MADRID|MADRID|28004.0|4.0|JUSTICIA|1.0|CENTRO|440896.0|4475104.0|40.42447096695069|-3.696740102622589|917 025 483|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6967416247764593|40.424469965755804
104|40204|Centro de Salud La Ventilla|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Ventilla (línea 9).  Bus: 177, 42.  Bicimad: Estacion 296 (calle de Costa Verde, 24).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4353598d1351c010VgnVCM1000000b205a0aRCRD|ASTURIAS|AVENIDA|V|61.0|||||MADRID|MADRID|28029.0|4.0|ALMENARA|6.0|TETUAN|440752.0|4480322.0|40.47147100776477|-3.698916087394337|913 156 112|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.698925823715926|40.47146572266428
105|8987|Centro de Salud Lagasca|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Avenida de América (línea 4, 6, 7 y 9), Núñez de Balboa (líneas 5 y 9).  Bus: 61, 19, 51, 9.  Bicimad: Estación 190 (calle Velázquez, 91).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=441b4b6faa61c010VgnVCM1000000b205a0aRCRD|LAGASCA|CALLE|V|122.0|||||MADRID|MADRID|28006.0|6.0|CASTELLANA|4.0|SALAMANCA|441964.0|4476329.0|40.435588838056184|-3.684264045075125|915 618 463|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.684264314736514|40.4355805471341
106|8971|Centro de Salud Las Águilas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 34, 155.  Cercanías Renfe: Maestra Justa Freire - Polideportivo Aluche (antigua estación de Fanjul) (línea C5).|Este Centro de Salud presta atención continuada como centro de continuidad de cuidados de enfermería de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d62b4b6faa61c010VgnVCM1000000b205a0aRCRD|JOSE DE CADALSO|CALLE|V|51.0|||||MADRID|MADRID|28044.0|7.0|LAS AGUILAS|10.0|LATINA|434762.0|4469976.0|40.377818357263216|-3.768517462494129|917 059 100|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.768520271082929|40.37781671593601
107|8976|Centro de Salud Las Calesas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Usera (línea 6).    Bus: 23, 55, 60.     Bicimad:   Estación 222 (calle Eugenio Caxes, 12).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=693b4b6faa61c010VgnVCM1000000b205a0aRCRD|CALESAS|CALLE|V|12.0|||||MADRID|MADRID|28026.0|5.0|MOSCARDO|12.0|USERA|440114.0|4471277.0|40.38994231589815|-3.7055933951516624|915 001 247|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7055993651772146|40.38993858471738
108|8968|Centro de Salud Las Cortes|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Sevilla (línea 2), Sol (líneas 1, 2 y 3).  Bus: 002, 51, M1, 53, 15, 20, 150, 5, 46.  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estaciones 28 (calle Alcalá, 27), 1a y 1b (Puerta del Sol, 1).  Aparcamientos: Sevilla (41) calle Sevilla y calle Alcalá; Hub de Movilidad Canalejas 360 (1239), calle de Alcalá, 17; Cortes (46), plaza de las Cortes; plaza de Santa Ana (77).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb4b4b6faa61c010VgnVCM1000000b205a0aRCRD|SAN JERONIMO|CARRERA|V|32.0|||||MADRID|MADRID|28014.0|3.0|CORTES|1.0|CENTRO|440694.0|4474219.0|40.41649063167977|-3.69903000832046|913 690 491|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6990401849027057|40.41648309161598
109|190840|Centro de Salud Lavapiés|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Lavapiés (línea 3), Embajadores (línea 3).  Bus: M1.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estaciones 44 (calle Mesón de Paredes 35), 48 (glorieta de Embajadores, 2), 53 (calle Valencia, 1).  Aparcamientos: Agustín Lara (73) plaza Arturo Barea; Casino de la Reina (19), calle Casino; Garaje Amparo (75), calle Amparo.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5092a9d23d60110VgnVCM1000000b205a0aRCRD|EMBAJADORES|CALLE|V|41.0|||||MADRID|MADRID|28012.0|2.0|EMBAJADORES|1.0|CENTRO|440274.0|4473236.0|40.407604153998726|-3.7038923886731654|915 272 745|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7038980964921007|40.40759772179227
110|8980|Centro de Salud Legazpi|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Legazpi (líneas 3 y 6).  Bus: 148, 156, 62.  Bicimad: Estaciones 235 (calle Sodio, 1B), 270 (calle Teresa López Varcárcel esquina Teniente Coronel Noreña).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e5b4b6faa61c010VgnVCM1000000b205a0aRCRD|ANTRACITA|CALLE|V|2.0||||A|MADRID|MADRID|28045.0|4.0|LEGAZPI|2.0|ARGANZUELA|441297.0|4471237.0|40.38966356035265|-3.6916535167951596|915 062 326|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.691658100521127|40.389662450817355
111|9068|Centro de Salud Linneo|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Puerta del Ángel (línea 6).  Bus: 36, 50, 62, 31, 65, 138, 25, 33, 39, 41, C1, C2.  Bicimad: Estación 167 (calle Segovia, 45).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=117b4b6faa61c010VgnVCM1000000b205a0aRCRD|LINNEO|CALLE|V|3.0|||||MADRID|MADRID|28005.0|1.0|IMPERIAL|2.0|ARGANZUELA|438877.0|4473882.0|40.413316337845295|-3.72042086185345|913 654 868|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.720423213196321|40.41331578162366
112|6879417|Centro de Salud Londres|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Ventas (línea 2 y 5).  Bus: 74, 53.  Bicimad: Estación 193 (avenida Toreros, 49).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65925863bf6ad310VgnVCM2000000c205a0aRCRD|LONDRES|CALLE|V|55.0|||||MADRID|MADRID|28028.0|4.0|GUINDALERA|4.0|SALAMANCA|443516.0|4475905.0|40.431870046697036|-3.665928759518183|913 611 674|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.665929208853621|40.43186779082308
